realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
434,mc_0434,5.0,1.0,1.7898806241887615,20261259,17.018295368341942,17.018295368341942,0.0,True,100,2454,12,4,106,89,2365,0,0,106,0,2365,0.9141234035819923,0.9325795940961432,0.8540751310425369,7,7,True,False,False,1,1,101,31,2423,12,5,108,62,2361,0.9253191856858174,0.9295044311637233,0.8626597608883042,8,7,True,True,False,0.011195782103825103,-0.003075162932419939,0.008584629845767355,0,1,0,0.9978142961223995,26.815277099609375
435,mc_0435,5.0,1.0,2.3748205366364457,20261260,16.869481202939316,16.869481202939316,0.0,True,98,2325,11,5,104,80,2245,0,0,104,0,2245,0.8551427964850096,0.9440634600292854,0.8000929405405139,6,6,True,False,False,1,1,99,32,2293,9,3,103,20,2273,0.9359786912937528,0.9341900804694421,0.8753401969074861,8,7,True,True,False,0.0808358948087432,-0.009873379559843354,0.07524725636697216,1,1,0,0.9970857281631992,26.337984085083008
436,mc_0436,5.0,1.0,2.286104869523662,20261261,16.834318550447,16.834318550447,0.0,True,94,2313,10,5,99,93,2220,1,0,99,0,2220,0.9179843265396543,0.9474002296013165,0.8701438840563548,7,7,True,False,False,2,1,95,28,2285,10,5,101,45,2240,0.9352636127418401,0.940150737025737,0.8817541524456032,8,7,True,True,False,0.017279286202185773,-0.007249492575579497,0.01161026838924839,0,1,0,0.9976523921314661,25.545629024505615
437,mc_0437,5.0,1.0,3.7318766157917014,20261262,17.027820392426293,17.027820392426293,0.0,True,101,2496,11,3,105,80,2416,1,0,105,0,2416,0.9226647882513661,0.8891819015555724,0.8181297111524204,7,7,True,False,False,2,1,102,49,2447,11,3,107,28,2419,0.9407231898907104,0.8752147866585486,0.8252952995366019,8,7,True,True,False,0.018058401639344246,-0.013967114897023847,0.007165588384181465,0,1,0,0.9978547721201327,25.265271186828613
438,mc_0438,5.0,1.0,1.6849060165261507,20261263,17.048388529750305,17.048388529750305,0.0,True,101,2413,14,5,108,63,2350,1,0,108,0,2350,0.8930334331290419,0.8604801915312943,0.7549902669659923,7,6,True,False,False,2,1,102,10,2403,13,4,108,28,2375,0.9143150246590966,0.8611108221619248,0.7777138157763256,8,6,True,True,False,0.02128159153005471,0.0006306306306305132,0.02272354881033334,0,1,0,0.9985023880838663,24.644644737243652
439,mc_0439,5.0,1.0,1.2928623790021043,20261264,17.053643759695195,17.053643759695195,0.0,True,101,2441,13,5,109,51,2390,0,0,109,0,2390,0.9176416596351655,0.893822955105391,0.8130170240798511,7,7,True,False,False,1,1,102,18,2423,11,4,108,15,2408,0.9383042279411764,0.8921719753090189,0.8322254989705102,8,7,True,True,False,0.020662568306010876,-0.0016509797963720763,0.019208474890659133,0,1,0,0.9986238160770663,24.31883978843689
440,mc_0440,5.0,1.0,6.088884330533628,20261265,17.038393596540367,17.038393596540367,0.0,True,102,2411,10,3,108,29,2382,0,0,108,0,2382,0.9288763661202186,0.8916145078897408,0.8309724913725476,7,7,True,False,False,1,1,103,22,2389,10,3,108,14,2375,0.9393570696721312,0.9073767440047971,0.850955599946218,8,7,True,True,False,0.010480703551912551,0.015762236115056227,0.01998310857367047,0,1,0,0.9985023880838663,22.523738861083984
441,mc_0441,5.0,1.0,2.514175822841459,20261266,17.02770863382375,17.02770863382375,0.0,True,100,2402,13,5,105,50,2352,0,0,105,0,2352,0.9138928584268047,0.9292224193317173,0.8494630921471146,7,7,True,False,False,1,1,101,14,2388,13,5,108,24,2364,0.9319832785087719,0.9307553533095043,0.8656436650297126,8,7,True,True,False,0.018090420081967262,0.0015329339777869766,0.016180572882598,0,1,0,0.9986238160770663,20.30647301673889
442,mc_0442,5.0,1.0,6.277981020401256,20261267,17.048388529750305,17.048388529750305,0.0,True,100,2395,12,5,108,47,2348,0,0,108,0,2348,0.916958599525876,0.9230510791343917,0.8400096786602677,7,7,True,False,False,1,1,101,3,2392,11,4,108,15,2377,0.9382722094985535,0.9206472329805455,0.8606386881174813,8,7,True,True,False,0.021313609972677505,-0.0024038461538461453,0.020629009457213687,0,1,0,0.9986642920747997,20.825249195098877
443,mc_0443,5.0,1.0,5.353626086203365,20261268,17.048388529750305,17.048388529750305,0.0,True,102,2392,8,2,105,20,2372,0,0,105,0,2372,0.9301784494535519,0.9010674501413918,0.8364842064610885,7,7,True,False,False,1,1,103,6,2386,9,3,108,10,2376,0.9407552083333333,0.9016124505791268,0.848156513486255,8,7,True,True,False,0.010576758879781378,0.0005450004377349771,0.011672307025166528,0,1,0,0.9991904800453331,20.560612678527832
444,mc_0444,5.0,1.0,6.187363388346029,20261269,17.027820392426293,17.027820392426293,0.0,True,101,2436,11,5,110,72,2364,0,0,110,0,2364,0.8740337676091643,0.9125627364495255,0.8028384379360249,7,6,True,False,False,1,1,102,42,2394,8,2,105,13,2381,0.9511768687020605,0.9211953674718679,0.8750750267703417,8,7,True,True,True,0.07714310109289624,0.008632631022342463,0.07223658883431672,1,1,1,0.9968833481745325,20.46001696586609
445,mc_0445,5.0,1.0,5.6571509378322675,20261270,17.034607659265447,17.034607659265447,0.0,True,100,2413,11,5,106,69,2344,0,0,106,0,2344,0.903144936793901,0.95383585274911,0.8620421734980013,7,7,True,False,False,1,1,101,17,2396,12,6,109,57,2339,0.9097514087884364,0.9570563255260345,0.8718119481060485,8,7,True,True,False,0.006606471994535457,0.003220472776924499,0.009769774608047177,0,1,0,0.9987452440702663,20.605042219161987
446,mc_0446,5.0,1.0,4.899372657298079,20261271,17.048388529750305,17.048388529750305,0.0,True,102,2386,8,2,105,25,2361,0,0,105,0,2361,0.9301784494535519,0.8979080056219144,0.8291940245017799,7,7,True,False,False,1,1,103,4,2382,9,3,108,8,2374,0.9400721482240437,0.8980714057125191,0.839035768137734,8,7,True,True,False,0.009893698770491843,0.00016340009060467064,0.009841743635954026,0,1,0,0.9991500040475998,20.336685180664062
447,mc_0447,5.0,1.0,3.999568844862964,20261272,17.018295368341942,17.018295368341942,0.0,True,99,2469,13,5,106,128,2341,1,0,106,0,2341,0.8767932286183386,0.8918038048774299,0.7764930065492495,7,6,True,False,False,2,1,100,55,2414,12,5,108,49,2365,0.8955346903669725,0.8856903743149332,0.7876597237728149,8,6,True,True,False,0.018741461748633892,-0.006113430562496691,0.011166717223565437,0,1,0,0.9980571521087995,20.61961793899536
448,mc_0448,5.0,1.0,4.520479204587602,20261273,17.048388529750305,17.048388529750305,0.0,True,101,2401,12,4,108,40,2361,0,0,108,0,2361,0.9213627049180328,0.879000789773101,0.8008474490907356,7,7,True,False,False,1,1,102,11,2390,11,3,107,8,2382,0.94140625,0.8714783817280662,0.8170403154061345,8,7,True,True,False,0.02004354508196715,-0.00752240804503479,0.016192866315398957,0,1,0,0.998826196065733,20.67222285270691
449,mc_0449,5.0,1.0,6.098189280040528,20261274,17.048388529750305,17.048388529750305,0.0,True,102,2416,10,3,108,28,2388,0,0,108,0,2388,0.9269232411202186,0.8793837624922974,0.812946296054831,7,7,True,False,False,1,1,103,8,2408,8,1,104,2,2406,0.9979508196721312,0.8850897628411549,0.8830850108364029,8,8,True,True,True,0.07102757855191255,0.005706000348857487,0.07013871478157185,1,1,1,0.9986238160770663,20.46208906173706
450,mc_0450,5.0,1.0,1.3506435863919022,20261275,17.03217902952042,17.03217902952042,0.0,True,101,2468,11,3,107,56,2412,1,0,107,0,2412,0.9269232411202186,0.8246564891179939,0.7584283542042485,7,7,True,False,False,1,1,102,25,2443,11,3,107,13,2430,0.9400721482240437,0.8263354888816711,0.769089609760792,8,7,True,True,False,0.013148907103825103,0.0016789997636771359,0.010661255556543514,0,1,0,0.9983809600906662,20.72979187965393
451,mc_0451,5.0,1.0,5.322594768579915,20261276,16.712263388458517,16.712263388458517,0.0,True,97,2364,8,2,100,49,2315,0,0,100,0,2315,0.9248469460751735,0.8676686724165463,0.8075035965385549,7,7,True,False,False,1,1,98,29,2335,9,3,102,29,2306,0.9366617514030424,0.8772616152382211,0.8194749779902352,8,7,True,True,False,0.011814805327868938,0.009592942821674777,0.011971381451680307,0,1,0,0.9982595320974662,19.49209690093994
452,mc_0452,5.0,1.0,5.7333902495132625,20261277,17.042425447190134,17.042425447190134,0.0,True,102,2459,10,4,109,72,2387,0,0,109,0,2387,0.9200606215846995,0.870906254990431,0.7964139530287107,7,7,True,False,False,1,1,103,39,2420,7,1,104,2,2418,0.998014856557377,0.8638794083941674,0.8621176287284815,8,8,True,True,True,0.0779542349726775,-0.007026846596263514,0.06570367569977087,1,1,1,0.9980166761110661,20.378709077835083
453,mc_0453,5.0,1.0,3.024223215662976,20261278,17.038393596540367,17.038393596540367,0.0,True,101,2421,10,4,107,57,2364,0,0,107,0,2364,0.9187585382513661,0.8647709958164305,0.7838955609650705,7,7,True,False,False,1,1,102,14,2407,7,1,103,2,2405,0.9986658982240437,0.8598695142071688,0.8586095065519261,8,8,True,True,True,0.07990735997267762,-0.0049014816092616265,0.07471394558685562,1,1,1,0.9981785801019996,20.07186794281006
454,mc_0454,5.0,1.0,0.6433114427205351,20261279,17.018295368341942,17.018295368341942,0.0,True,99,2450,14,5,107,73,2377,1,0,107,0,2377,0.9065036362905818,0.8650140807146721,0.7746517956220991,7,7,True,False,False,2,1,100,18,2432,11,2,102,9,2423,0.983646737383478,0.8514785879628726,0.8353439221489202,8,8,True,True,True,0.07714310109289613,-0.01353549275179955,0.0606921265268211,1,1,1,0.9971666801586659,20.25423002243042
455,mc_0455,5.0,1.0,5.448230131389616,20261280,17.048388529750305,17.048388529750305,0.0,True,101,2393,9,2,104,69,2324,1,0,104,0,2324,0.9301784494535519,0.9215125997555351,0.858650581082371,7,7,True,False,False,2,1,102,37,2356,10,3,107,13,2343,0.9420572916666667,0.9266574984438691,0.8695692660803778,8,7,True,True,False,0.01187884221311486,0.00514489868833401,0.010918684998006745,0,1,0,0.9985833400793329,20.23806619644165
456,mc_0456,5.0,1.0,1.1024397570011992,20261281,17.058791019808645,17.058791019808645,0.0,True,102,2393,11,4,108,46,2347,1,0,108,0,2347,0.9194095799180328,0.9091122588213023,0.8287679282666354,7,7,True,False,False,2,1,103,5,2388,10,3,108,10,2378,0.94140625,0.907361827496863,0.8496375958956759,8,7,True,True,False,0.02199667008196715,-0.0017504313244393055,0.020869667629040523,0,1,0,0.9987452440702663,23.36882734298706
457,mc_0457,5.0,1.0,0.16287130596795654,20261282,17.048388529750305,17.048388529750305,0.0,True,100,2384,13,6,108,64,2320,0,0,108,0,2320,0.9109780566939891,0.9283919891134266,0.8408666545437427,7,7,True,False,False,1,1,101,12,2372,11,4,107,17,2355,0.9406911714480874,0.9180666967157658,0.8671856253261555,8,7,True,True,False,0.029713114754098324,-0.010325292397660779,0.026318970782412854,0,1,0,0.9978547721201327,23.725059032440186
458,mc_0458,5.0,1.0,4.3157551305623985,20261283,17.04193096544586,17.04193096544586,0.0,True,101,2412,10,3,104,27,2385,0,0,104,0,2385,0.9226647882513661,0.8644050735906501,0.7925276850924827,7,7,True,False,False,1,1,102,8,2404,10,3,106,15,2389,0.9401041666666667,0.866366081972062,0.8099492844838359,8,7,True,True,False,0.017439378415300633,0.0019610083814118884,0.017421599391353126,0,1,0,0.998704768072533,23.426180839538574
459,mc_0459,5.0,1.0,0.040459355007643666,20261284,17.040104933363203,17.040104933363203,0.0,True,102,2424,11,3,108,27,2397,1,0,108,0,2397,0.9269232411202186,0.8563484154197787,0.7833091941522701,7,7,True,False,False,2,1,103,2,2422,11,3,108,8,2414,0.9406911714480874,0.8551580031783889,0.7967185405234498,8,7,True,True,False,0.013767930327868827,-0.0011904122413898266,0.013409346371179742,0,1,0,0.9991500040475998,24.362692832946777
460,mc_0460,5.0,1.0,0.6518389958216775,20261285,17.034607659265447,17.034607659265447,0.0,True,102,2462,12,3,105,66,2396,1,0,105,0,2396,0.9226647882513661,0.8661589340878635,0.792554454817473,7,7,True,False,False,2,1,103,22,2440,11,3,108,13,2427,0.94140625,0.8602270370780197,0.803352532716402,8,7,True,True,False,0.018741461748633892,-0.005931897009843756,0.010798077898928948,0,1,0,0.9977738201246661,21.275283813476562
461,mc_0461,5.0,1.0,3.6337296699463266,20261286,17.023194609192984,17.023194609192984,0.0,True,102,2485,11,4,108,89,2396,1,0,108,0,2396,0.9220137465846995,0.8767012300919541,0.8110945083975225,7,7,True,False,False,2,1,103,39,2446,9,3,108,24,2422,0.9401041666666667,0.8716924401305572,0.8220485808601061,8,7,True,True,False,0.018090420081967262,-0.0050087899613968645,0.01095407246258362,0,1,0,0.9977333441269327,20.68100929260254
462,mc_0462,5.0,1.0,2.1102364746811264,20261287,17.04193096544586,17.04193096544586,0.0,True,102,2413,11,4,108,47,2366,0,0,108,0,2366,0.9194095799180328,0.8892119701497468,0.8093355073817559,7,7,True,False,False,1,1,103,11,2402,10,3,108,10,2392,0.9407552083333333,0.8862996524989081,0.831282173330246,8,7,True,True,False,0.02134562841530041,-0.0029123176508387694,0.02194666594849015,0,1,0,0.9983809600906662,21.063858032226562
463,mc_0463,5.0,1.0,2.531134854428764,20261288,16.830611544331223,16.830611544331223,0.0,True,95,2313,10,4,100,44,2269,0,0,100,0,2269,0.9121703730512822,0.8955451489220767,0.8098945923595912,7,7,True,False,False,1,1,96,13,2300,8,2,98,10,2290,0.9874884229146703,0.8888727968581964,0.878095083401577,8,8,True,True,True,0.07531804986338808,-0.0066723520638802825,0.06820049104198589,1,1,1,0.9989071480611997,19.072048902511597
464,mc_0464,5.0,1.0,5.212891779813104,20261289,17.040104933363203,17.040104933363203,0.0,True,101,2418,12,4,107,48,2370,0,0,107,0,2370,0.9213627049180328,0.8652953609854079,0.7909236308250615,7,7,True,False,False,1,1,102,15,2403,11,3,107,8,2395,0.9393250512295082,0.8644601673078884,0.8064081910368569,8,7,True,True,False,0.017962346311475308,-0.0008351936775194968,0.01548456021179545,0,1,0,0.9985023880838663,23.349342823028564
465,mc_0465,5.0,1.0,3.9043927285496567,20261290,16.880122455459485,16.880122455459485,0.0,True,97,2348,10,3,101,53,2295,0,0,101,0,2295,0.9288763661202186,0.8736017841915205,0.8097109294826823,7,7,True,False,False,1,1,98,8,2340,11,4,103,40,2300,0.9420572916666667,0.8808368377382123,0.822894129404879,8,7,True,True,False,0.013180925546448119,0.00723505354669185,0.013183199922196742,0,1,0,0.9989881000566664,24.61235523223877
466,mc_0466,5.0,1.0,1.317182636667522,20261291,17.027820392426293,17.027820392426293,0.0,True,101,2444,11,4,108,58,2386,0,0,108,0,2386,0.9187585382513661,0.8646675965849544,0.7863169756762136,7,7,True,False,False,1,1,102,33,2411,8,1,103,2,2409,0.9993169398907104,0.8651495824156081,0.86456633881206,8,8,True,True,True,0.08055840163934425,0.0004819858306537306,0.0782493631358464,1,1,1,0.997288108151866,26.871066093444824
467,mc_0467,5.0,1.0,5.547247984957055,20261292,17.027820392426293,17.027820392426293,0.0,True,99,2417,13,5,106,60,2357,0,0,106,0,2357,0.9096056583494053,0.8671506517283354,0.7852679881182794,7,7,True,False,False,1,1,100,31,2386,11,4,106,16,2370,0.9241527041144326,0.8700850508714768,0.8053657460850815,8,7,True,True,False,0.0145470457650273,0.0029343991431414196,0.020097757966802132,0,1,0,0.9974500121427993,27.139222860336304
468,mc_0468,5.0,1.0,3.66316773333329,20261293,17.00923872699247,17.00923872699247,0.0,True,96,2482,10,4,103,95,2387,0,0,103,0,2387,0.9259199965846995,0.8612365576647163,0.8049045608352783,7,7,True,False,False,1,1,97,70,2412,8,2,100,4,2408,0.9946635928961749,0.8562216979859717,0.8520532419808513,8,8,True,True,True,0.06874359631147542,-0.005014859678744599,0.047148681145573024,1,1,1,0.9963166842062657,25.877991914749146
469,mc_0469,5.0,1.0,0.2853333928634886,20261294,17.04193096544586,17.04193096544586,0.0,True,101,2412,11,4,105,54,2358,1,0,105,0,2358,0.9226647882513661,0.9205848311390095,0.8445657407317165,7,7,True,False,False,2,1,102,23,2389,11,4,108,19,2370,0.9407552083333333,0.9166597136593013,0.8608348837273285,8,7,True,True,False,0.01809042008196715,-0.00392511747970814,0.016269142995611996,0,1,0,0.9987857200679997,26.714383125305176
470,mc_0470,5.0,1.0,2.593125036866795,20261295,16.92895991453264,16.92895991453264,0.0,True,98,2347,8,3,101,45,2302,1,0,101,0,2302,0.9179843265396543,0.8927216712762667,0.811683715209286,7,7,True,False,False,2,1,99,10,2337,6,1,100,2,2335,0.9933343948456653,0.8910144541907602,0.8849708196405013,8,8,True,True,True,0.07535006830601099,-0.0017072170855064739,0.07328710443121533,1,1,1,0.9983404840929329,25.289113759994507
471,mc_0471,5.0,1.0,1.7847011219649307,20261296,17.043204459850088,17.043204459850088,0.0,True,101,2447,12,4,108,72,2375,1,0,108,0,2375,0.9187585382513661,0.8824991435406193,0.8036531739442984,7,7,True,False,False,2,1,103,34,2413,8,1,104,2,2411,0.9986979166666667,0.8762562636135288,0.8751893274050833,8,8,True,True,True,0.07993937841530063,-0.0062428799270904944,0.0715361534607849,1,1,1,0.9977333441269327,26.710362195968628
472,mc_0472,5.0,1.0,5.828568009588062,20261297,17.03217902952042,17.03217902952042,0.0,True,102,2449,10,4,109,64,2385,0,0,109,0,2385,0.8976024746829097,0.8726892705910656,0.7893592562055342,7,6,True,False,False,1,1,103,28,2421,8,2,105,15,2406,0.969281094901489,0.8788682618886552,0.8581235881200455,8,7,True,True,True,0.07167862021857929,0.006178991297589587,0.06876433191451137,1,1,1,0.9980976281065328,26.948498010635376
473,mc_0473,5.0,1.0,0.2275979381221612,20261298,16.830611544331223,16.830611544331223,0.0,True,97,2374,8,3,101,72,2302,1,0,101,0,2302,0.9213627049180328,0.8828188336523777,0.8084471034920313,7,7,True,False,False,2,1,98,39,2335,8,3,102,28,2307,0.9400401297814207,0.8645568549478524,0.8147164149799696,8,7,True,True,False,0.01867742486338786,-0.018261978704525283,0.0062693114879383005,0,1,0,0.9982595320974662,25.419214963912964
474,mc_0474,5.0,1.0,5.96324654139427,20261299,17.018295368341942,17.018295368341942,0.0,True,99,2429,13,6,108,69,2360,0,0,108,0,2360,0.8539117245258759,0.8949356985050885,0.7556899520455282,6,6,True,False,False,1,1,100,20,2409,12,5,107,35,2374,0.8733042279411765,0.8965506359834308,0.7732748256593012,7,6,True,True,False,0.01939250341530052,0.0016149374783422932,0.017584873613772922,0,1,0,0.9991095280498664,27.309803009033203
475,mc_0475,5.0,1.0,5.52166469843757,20261300,17.044626788618505,17.044626788618505,0.0,True,100,2451,14,5,108,80,2371,0,0,108,0,2371,0.9194095799180328,0.8584344338213166,0.7789957441422968,7,6,True,False,False,1,1,101,20,2431,12,4,107,31,2400,0.9401041666666667,0.8458677648027787,0.7975585860588174,8,6,True,True,False,0.020694586748633892,-0.012566669018537868,0.018562841916520578,0,1,0,0.9984214360883996,26.94547700881958
476,mc_0476,5.0,1.0,3.624016083722704,20261301,17.040104933363203,17.040104933363203,0.0,True,102,2436,11,4,108,49,2387,0,0,108,0,2387,0.9213627049180328,0.8686991308686913,0.7981868357867241,7,7,True,False,False,1,1,103,17,2419,10,3,108,11,2408,0.9406911714480874,0.8727241499672399,0.815190771625796,8,7,True,True,False,0.0193284665300546,0.004025019098548577,0.017003935839071893,0,1,0,0.9983404840929329,27.238626956939697
477,mc_0477,5.0,1.0,5.116710158106584,20261302,17.04193096544586,17.04193096544586,0.0,True,101,2456,13,4,109,51,2405,1,0,109,0,2405,0.9233158299180328,0.8824056583739087,0.8107680788660807,7,7,True,False,False,2,1,102,39,2417,11,3,107,15,2402,0.94140625,0.8802323045883138,0.8233578002266961,8,7,True,True,False,0.01809042008196715,-0.0021733537855949114,0.012589721360615425,0,1,0,0.9980976281065328,27.378741979599
478,mc_0478,5.0,1.0,0.26612926900589495,20261303,17.048388529750305,17.048388529750305,0.0,True,101,2405,12,5,108,63,2342,0,0,108,0,2342,0.9194095799180328,0.9317500828219976,0.8526215043072582,7,7,True,False,False,1,1,102,18,2387,9,2,104,9,2378,0.9966167178961749,0.9280411044553112,0.9249587711839042,8,8,True,True,True,0.07720713797814205,-0.0037089783666863774,0.07233726687664599,1,1,1,0.9976523921314661,27.058921813964844
479,mc_0479,5.0,1.0,4.7377763162518365,20261304,17.023194609192984,17.023194609192984,0.0,True,99,2453,12,4,105,90,2363,0,0,105,0,2363,0.8767932286183386,0.8434916596340013,0.7503592025273138,7,6,True,False,False,1,1,100,17,2436,12,4,108,56,2380,0.8921834267057702,0.8494434973795604,0.7683120603756028,8,6,True,True,False,0.015390198087431584,0.005951837745559074,0.01795285784828904,0,1,0,0.9984214360883996,26.834311962127686
480,mc_0480,5.0,1.0,3.5236662309485998,20261305,17.038393596540367,17.038393596540367,0.0,True,101,2449,13,4,109,45,2404,0,0,109,0,2404,0.9244722607280618,0.8691993901640307,0.8132966492706666,7,7,True,False,False,1,1,102,16,2433,10,2,105,18,2415,0.9961828993892639,0.8876614965700883,0.8839025236934683,8,8,True,True,True,0.07171063866120209,0.01846210640605761,0.07060587442280175,1,1,1,0.9985023880838663,27.069026947021484
481,mc_0481,5.0,1.0,5.968765808502138,20261306,17.018295368341942,17.018295368341942,0.0,True,99,2437,11,6,107,79,2358,0,0,107,0,2358,0.9065036362905818,0.8609234492990017,0.7696472446682131,7,6,True,False,False,1,1,100,32,2405,8,3,103,12,2393,0.9864430147058824,0.8603531115442403,0.846934079494982,8,7,True,True,True,0.07993937841530052,-0.0005703377547613409,0.0772868348267689,1,1,1,0.9979357241155995,26.905035972595215
482,mc_0482,5.0,1.0,3.346782854952156,20261307,17.006661643324875,17.006661643324875,0.0,True,100,2490,14,4,107,91,2399,1,0,107,0,2399,0.9213627049180328,0.832026874973377,0.7710980454313309,7,7,True,False,False,2,1,101,60,2430,12,3,106,14,2416,0.937467981557377,0.8316757001400149,0.7808015886846156,8,7,True,True,False,0.016105276639344135,-0.0003511748333621112,0.009703543253284708,0,1,0,0.9978547721201327,27.167446851730347
483,mc_0483,5.0,1.0,0.16183880405247347,20261308,16.82746389211387,16.82746389211387,0.0,True,96,2361,7,2,100,55,2306,1,0,100,0,2306,0.9288763661202186,0.86427898800994,0.7976712124858519,7,7,True,False,False,2,1,97,31,2330,9,3,101,16,2314,0.9375,0.8508388491855747,0.7920633389814931,8,7,True,True,False,0.008623633879781378,-0.013440138824365233,-0.0056078735043588734,0,1,0,0.9976523921314661,25.602018117904663
484,mc_0484,5.0,1.0,3.0651566865197375,20261309,17.027820392426293,17.027820392426293,0.0,True,102,2441,13,5,110,92,2349,0,0,110,0,2349,0.8594095799180328,0.9371058560504412,0.8102227974477294,7,6,True,False,False,1,1,103,44,2397,11,4,109,17,2380,0.8820572916666667,0.9305342991025146,0.824615908447943,8,6,True,True,False,0.022647711748633892,-0.006571556947926549,0.014393111000213565,0,1,0,0.9980976281065328,27.90116786956787
485,mc_0485,5.0,1.0,4.665896518015193,20261310,17.015217647302862,17.015217647302862,0.0,True,100,2437,13,5,108,74,2363,0,0,108,0,2363,0.9179474043715847,0.8983365126056444,0.8347180116061649,7,7,True,False,False,1,1,101,33,2404,11,4,107,34,2370,0.939421106557377,0.908530192524095,0.854655923518247,8,7,True,True,False,0.021473702185792254,0.010193679918450549,0.019937911912082162,0,1,0,0.9981785801019996,27.303952932357788
486,mc_0486,5.0,1.0,6.069447201835098,20261311,17.033237458955394,17.033237458955394,0.0,True,102,2427,11,3,106,51,2376,1,0,106,0,2376,0.9226647882513661,0.8832990843492039,0.809218784681597,7,7,True,False,False,2,1,103,11,2416,11,3,108,14,2402,0.9380229678961749,0.8707975591679802,0.8196574967244892,8,7,True,True,False,0.01535817964480879,-0.012501525181223716,0.010438712042892151,0,1,0,0.9985428640815996,27.32467484474182
487,mc_0487,5.0,1.0,2.4957209416881945,20261312,17.037207611762,17.037207611762,0.0,True,102,2417,8,2,105,26,2391,0,0,105,0,2391,0.9301784494535519,0.8897031823152333,0.8270574188699067,7,7,True,False,False,1,1,103,14,2403,9,3,108,7,2396,0.94140625,0.8946231960991327,0.8385792400551767,8,7,True,True,False,0.011227800546448119,0.004920013783899391,0.01152182118527001,0,1,0,0.9989071480611997,27.33514904975891
488,mc_0488,5.0,1.0,2.3200949045050008,20261313,17.018295368341942,17.018295368341942,0.0,True,100,2413,8,2,103,38,2375,1,0,103,0,2375,0.9301784494535519,0.8959997233046266,0.8358882717299556,7,7,True,False,False,2,1,101,24,2389,9,3,106,10,2379,0.939421106557377,0.8963717224793271,0.8409709008774731,8,7,True,True,False,0.009242657103825103,0.00037199917470043253,0.005082629147517448,0,1,0,0.9980571521087995,26.31950616836548
489,mc_0489,5.0,1.0,2.5951101500875606,20261314,17.027820392426293,17.027820392426293,0.0,True,102,2437,10,3,108,38,2399,1,0,108,0,2399,0.9269232411202186,0.8778261997809916,0.8201090546113875,7,7,True,False,False,2,1,103,27,2410,10,3,108,13,2397,0.9400721482240437,0.8941945675231011,0.8408669849884225,8,7,True,True,False,0.013148907103825103,0.01636836774210948,0.020757930377034994,0,1,0,0.9983809600906662,26.906080961227417
490,mc_0490,5.0,1.0,3.2444010402549743,20261315,17.044626788618505,17.044626788618505,0.0,True,102,2415,10,2,105,24,2391,0,0,105,0,2391,0.9301784494535519,0.8743444300509069,0.8096522134699241,7,7,True,False,False,1,1,103,7,2408,11,3,108,10,2398,0.9400721482240437,0.8816217014416743,0.821693849665718,8,7,True,True,False,0.009893698770491843,0.0072772713907673925,0.012041636195793903,0,1,0,0.9992309560430664,24.773468017578125
491,mc_0491,5.0,1.0,5.162304604552358,20261316,17.027820392426293,17.027820392426293,0.0,True,101,2445,12,5,109,62,2383,0,0,109,0,2383,0.9246499316939891,0.8777426328832443,0.8181655250845222,7,7,True,False,False,1,1,102,19,2426,11,4,108,30,2396,0.941374231557377,0.880524441681859,0.8297407687433418,8,7,True,True,False,0.01672429986338786,0.002781808798614671,0.011575243658819567,0,1,0,0.9986642920747997,24.905099153518677
492,mc_0492,5.0,1.0,2.5530238309444213,20261317,17.018295368341942,17.018295368341942,0.0,True,97,2425,10,3,100,42,2383,2,0,100,0,2383,0.9259199965846995,0.852923703088502,0.785376803949239,7,7,True,False,False,3,1,98,20,2405,8,1,99,2,2403,0.9986658982240437,0.8557976224884511,0.854616217622113,8,8,True,True,True,0.07274590163934425,0.0028739193999491874,0.069239413672874,1,1,1,0.9985428640815996,22.520190954208374
