realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
835,mc_0835,5.0,1.0,1.5606228255267922,20261660,17.038393596540367,17.038393596540367,0.0,True,100,2436,11,4,106,48,2388,0,0,106,0,2388,0.9194095799180328,0.8207397193369479,0.7418097517351052,7,7,True,False,False,1,1,101,13,2423,10,3,106,11,2412,0.9407231898907104,0.8216953063774406,0.7658297796525722,8,7,True,True,False,0.021313609972677505,0.0009555870404927003,0.024020027917466935,0,1,0,0.9982190560997328,20.559121131896973
836,mc_0836,5.0,1.0,5.238218442123804,20261661,17.044626788618505,17.044626788618505,0.0,True,100,2412,12,5,107,52,2360,0,0,107,0,2360,0.918911724525876,0.892860209730286,0.8230403029962126,7,7,True,False,False,1,1,101,27,2385,11,4,107,12,2373,0.9363190844985535,0.903308432596116,0.8423413873074388,8,7,True,True,False,0.017407359972677505,0.010448222865830026,0.019301084311226235,0,1,0,0.9983404840929329,20.60788607597351
837,mc_0837,5.0,1.0,4.383582202011276,20261662,17.018295368341942,17.018295368341942,0.0,True,101,2486,10,3,104,79,2407,1,0,104,0,2407,0.9226647882513661,0.8582251405760162,0.7847606818380846,7,7,True,False,False,2,1,102,43,2443,9,3,106,16,2427,0.9407231898907104,0.8516353483928527,0.7996259374900945,8,7,True,True,False,0.018058401639344246,-0.006589792183163468,0.014865255652009912,0,1,0,0.9974904881405326,20.017831802368164
838,mc_0838,5.0,1.0,4.9376937418220415,20261663,17.048388529750305,17.048388529750305,0.0,True,100,2422,15,6,109,78,2344,0,0,109,0,2344,0.8531527493169399,0.8561748674517193,0.7093276167686593,6,6,True,False,False,1,1,101,20,2402,12,3,106,10,2392,0.9393570696721312,0.8510536299935254,0.7922173725512287,8,7,True,True,False,0.08620432035519132,-0.005121237458193928,0.08288975578256941,1,1,0,0.9970047761677325,20.61370015144348
839,mc_0839,5.0,1.0,0.9550346893087807,20261664,16.92895991453264,16.92895991453264,0.0,True,97,2335,9,4,102,47,2288,1,0,102,0,2288,0.8732595558974525,0.8522623805999201,0.7432930155722212,7,6,True,False,False,2,1,98,3,2332,9,4,104,27,2305,0.8939541426460864,0.8509110292485689,0.7626362509695037,8,6,True,True,False,0.020694586748633892,-0.0013513513513512265,0.019343235397282554,0,1,0,0.9985023880838663,19.774840116500854
840,mc_0840,5.0,1.0,4.552508050116285,20261665,17.048388529750305,17.048388529750305,0.0,True,101,2383,12,5,108,47,2336,2,0,108,0,2336,0.9096056583494053,0.9351673745315605,0.8451390597782398,7,7,True,False,False,3,1,102,3,2380,11,4,108,14,2366,0.9295531481035038,0.9293457339487219,0.8645905067467994,8,7,True,True,False,0.019947489754098435,-0.0058216405828386275,0.019451446968559605,0,1,0,0.9986238160770663,20.478060960769653
841,mc_0841,5.0,1.0,1.773297947503343,20261666,17.044626788618505,17.044626788618505,0.0,True,102,2428,11,3,107,44,2384,0,0,107,0,2384,0.8854536788113501,0.8961215838818035,0.7831789186302888,7,6,True,False,False,1,1,103,29,2399,11,4,110,22,2377,0.8959984192485085,0.8959631551422638,0.7953987796090203,8,6,True,True,False,0.010544740437158473,-0.000158428739539751,0.012219860978731512,0,1,0,0.9985833400793329,22.794069051742554
842,mc_0842,5.0,1.0,5.715440769191775,20261667,17.048388529750305,17.048388529750305,0.0,True,102,2402,12,4,108,40,2362,1,1,109,5,2357,0.9155033299180328,0.9034785219800983,0.8192279414254312,7,7,True,False,False,1,1,103,13,2389,11,3,108,11,2378,0.9400401297814207,0.903744219687917,0.8446538678681506,8,7,True,True,False,0.02453679986338786,0.0002656977078187017,0.02542592644271935,0,1,0,0.9987452440702663,23.98606514930725
843,mc_0843,5.0,1.0,6.223467905268155,20261668,17.015217647302862,17.015217647302862,0.0,True,99,2412,15,7,109,72,2340,0,0,109,0,2340,0.8646978371360576,0.9101120871035745,0.7836106196810972,7,6,True,False,False,1,1,100,15,2397,13,6,109,29,2368,0.882692201890156,0.9066043831846864,0.7992977794382161,8,6,True,True,False,0.017994364754098324,-0.0035077039188881054,0.015687159757118874,0,1,0,0.9984619120861329,24.51637101173401
844,mc_0844,5.0,1.0,1.1834571761491806,20261669,17.043204459850088,17.043204459850088,0.0,True,101,2389,11,5,106,46,2343,0,0,106,0,2343,0.8552138078592093,0.9221812133617857,0.7824868175741877,6,6,True,False,False,1,1,102,4,2385,11,5,109,30,2355,0.8732401910559306,0.9280733475433935,0.8013284285264558,7,6,True,True,False,0.01802638319672134,0.005892134181607833,0.018841610952268106,0,1,0,0.9985428640815996,25.003684043884277
845,mc_0845,5.0,1.0,2.966732682443894,20261670,17.04193096544586,17.04193096544586,0.0,True,98,2387,11,4,105,35,2352,0,0,105,0,2352,0.9166214641594342,0.8929812844291627,0.8141186069442903,7,7,True,False,False,1,1,99,9,2378,11,4,105,22,2356,0.9291193295965927,0.9005851780384911,0.8305737123393622,8,7,True,True,False,0.012497865437158473,0.007603893609328449,0.01645510539507189,0,1,0,0.998947624058933,26.308400869369507
846,mc_0846,5.0,1.0,1.7254689239161245,20261671,17.033237458955394,17.033237458955394,0.0,True,101,2411,9,3,104,51,2360,1,0,104,0,2360,0.9226647882513661,0.8703196292755043,0.8025837368338011,7,7,True,False,False,2,1,102,16,2395,7,1,103,2,2393,0.9972997780054644,0.8728047626731257,0.8702507858451345,8,8,True,True,True,0.07463498975409832,0.002485133397621353,0.06766704901133336,1,1,1,0.9980976281065328,25.845776796340942
847,mc_0847,5.0,1.0,0.9249912803246721,20261672,17.048388529750305,17.048388529750305,0.0,True,101,2420,11,5,108,81,2339,2,0,108,0,2339,0.9213627049180328,0.9200212110663555,0.8427376518798939,7,7,True,False,False,3,1,102,17,2403,10,4,108,42,2361,0.9407552083333333,0.9183550371080216,0.8599950350761207,8,7,True,True,False,0.01939250341530041,-0.0016661739583339052,0.017257383196226828,0,1,0,0.9984619120861329,26.901087045669556
848,mc_0848,5.0,1.0,3.30269169729121,20261673,17.040104933363203,17.040104933363203,0.0,True,102,2405,10,3,107,39,2366,0,0,107,0,2366,0.8854536788113501,0.927597367644373,0.8197363678207377,7,6,True,False,False,1,1,103,17,2388,9,2,106,16,2372,0.9545921692485085,0.932375215431682,0.8880672976924787,8,7,True,True,True,0.06913849043715847,0.004777847787309053,0.06833092987174105,1,1,1,0.9983809600906662,27.00171709060669
849,mc_0849,5.0,1.0,2.5545836613783894,20261674,17.033237458955394,17.033237458955394,0.0,True,101,2438,9,3,104,97,2341,0,0,104,0,2341,0.9226647882513661,0.9101689041871412,0.8354309788641063,7,7,True,False,False,1,1,102,37,2401,9,3,107,18,2383,0.94140625,0.8955253331580207,0.8433662422489299,8,7,True,True,False,0.018741461748633892,-0.014643571029120506,0.007935263384823532,0,1,0,0.9978952481178661,26.34858202934265
850,mc_0850,5.0,1.0,1.8220318327664535,20261675,17.04193096544586,17.04193096544586,0.0,True,100,2430,13,6,108,101,2329,1,0,108,0,2329,0.8913080601092896,0.8672319118028864,0.7617794407766448,7,6,True,False,False,2,1,102,32,2398,10,3,107,17,2381,0.9387380464480874,0.8598150057765441,0.8045126059563754,8,7,True,True,False,0.0474299863387978,-0.007416906026342263,0.04273316517973058,1,1,0,0.9975714401359993,26.397053956985474
851,mc_0851,5.0,1.0,3.2074777128642786,20261676,17.023194609192984,17.023194609192984,0.0,True,101,2453,11,4,105,88,2365,0,0,105,0,2365,0.9259199965846995,0.9236365097778141,0.85618358115027,7,7,True,False,False,1,1,102,30,2423,9,2,104,29,2394,0.9993489583333333,0.9221374085629002,0.9216184996300594,8,8,True,True,True,0.07342896174863378,-0.0014991012149139227,0.06543491847978933,1,1,1,0.9983404840929329,24.71359419822693
852,mc_0852,5.0,1.0,2.573516055999164,20261677,17.040104933363203,17.040104933363203,0.0,True,101,2429,11,3,107,35,2394,1,0,107,0,2394,0.9269232411202186,0.8621762340998746,0.8070810398726529,7,7,True,False,False,2,1,102,39,2390,10,3,106,18,2372,0.9400401297814207,0.8825457755681017,0.834470833458049,8,7,True,True,False,0.013116888661202086,0.020369541468227004,0.02738979358539606,0,1,0,0.997409536145066,24.076181888580322
853,mc_0853,5.0,1.0,4.222262947917891,20261678,17.038393596540367,17.038393596540367,0.0,True,99,2429,10,2,102,41,2388,0,0,102,0,2388,0.9301784494535519,0.8038300459928871,0.7406650802260057,7,6,True,False,False,1,1,100,20,2409,10,3,105,27,2382,0.9407231898907104,0.809573886719076,0.7575015897476047,8,6,True,True,False,0.010544740437158473,0.005743840726188942,0.016836509521598986,0,1,0,0.9983809600906662,19.800349950790405
854,mc_0854,5.0,1.0,4.644540282820602,20261679,17.033237458955394,17.033237458955394,0.0,True,102,2423,13,4,110,59,2364,0,0,110,0,2364,0.8821984704780168,0.8813145995302353,0.7742152242087458,7,6,True,False,False,1,1,103,13,2410,13,4,110,39,2371,0.8953153591392189,0.8908663504303935,0.791157792051073,8,6,True,True,False,0.013116888661202086,0.009551750900158251,0.016942567842327172,0,1,0,0.9987452440702663,22.3456928730011
855,mc_0855,5.0,1.0,4.497706164014896,20261680,17.018295368341942,17.018295368341942,0.0,True,100,2415,8,2,103,12,2403,3,1,104,32,2371,0.9532260490299294,0.9195233897583838,0.8768139718503303,8,7,True,True,True,2,1,101,32,2383,10,4,108,39,2344,0.893330215696596,0.9244159865382364,0.8320627093597318,8,6,True,True,False,-0.05989583333333337,0.004892596779852654,-0.044751262490598465,-1,0,-1,0.9989071480611997,22.182416915893555
856,mc_0856,5.0,1.0,1.3732786095366176,20261681,17.018295368341942,17.018295368341942,0.0,True,100,2442,10,2,103,51,2391,0,0,103,0,2391,0.9301784494535519,0.8679771973075274,0.8071459758125195,7,7,True,False,False,1,1,101,27,2415,11,3,106,14,2401,0.9420572916666667,0.8673692466995768,0.8157532557085858,8,7,True,True,False,0.01187884221311486,-0.0006079506079506025,0.008607279896066355,0,1,0,0.9983809600906662,22.07562804222107
857,mc_0857,5.0,1.0,1.9385848400452983,20261682,17.040104933363203,17.040104933363203,0.0,True,101,2454,14,5,108,97,2357,0,0,108,0,2357,0.9106376500934714,0.9008489587454366,0.8222917277876453,7,7,True,False,False,1,1,102,49,2405,10,2,104,14,2391,0.9905770285087719,0.907170040512189,0.8984596570805745,8,8,True,True,True,0.07993937841530052,0.00632108176675239,0.07616792929292926,1,1,1,0.9972476321541326,26.634930849075317
858,mc_0858,5.0,1.0,0.38178110084798805,20261683,17.033237458955394,17.033237458955394,0.0,True,101,2443,10,4,108,66,2377,1,0,108,0,2377,0.8738498185172324,0.9083660929523052,0.7956658466869755,7,6,True,False,False,2,1,102,37,2406,11,5,110,32,2374,0.8837114988451014,0.9061084943507336,0.8042657589567035,8,6,True,True,False,0.009861680327868938,-0.0022575986015715976,0.008599912269728005,0,1,0,0.9976928681291994,27.214066743850708
859,mc_0859,5.0,1.0,3.504567146792809,20261684,17.027820392426293,17.027820392426293,0.0,True,102,2448,12,5,109,104,2344,0,0,109,0,2344,0.8956375997957087,0.9188810868514868,0.82898054945773,7,6,True,False,False,1,1,103,30,2418,10,4,109,45,2373,0.9150301032110092,0.9172351953601954,0.8458368902754496,8,6,True,True,False,0.01939250341530052,-0.0016458914912914624,0.016856340817719584,0,1,0,0.9980166761110661,27.34756112098694
860,mc_0860,5.0,1.0,5.1174264428971314,20261685,17.04193096544586,17.04193096544586,0.0,True,101,2408,13,5,110,69,2339,1,0,110,0,2339,0.8821984704780168,0.9242404834590755,0.8064389539370922,7,6,True,False,False,2,1,102,2,2406,13,5,110,50,2356,0.8966814793577982,0.9242404834590755,0.8209219628168737,8,6,True,True,False,0.014483008879781378,0.0,0.01448300887978149,0,1,0,0.9992309560430664,27.592388153076172
861,mc_0861,5.0,1.0,5.548026627019893,20261686,16.99772181277609,16.99772181277609,0.0,True,98,2457,15,7,109,115,2342,1,0,109,0,2342,0.8790531581485053,0.8834052324840103,0.7624583906325156,7,6,True,False,False,2,1,99,42,2415,10,4,106,14,2401,0.9278492647058824,0.8521006858960294,0.7850525687646713,8,7,True,True,False,0.048796106557377095,-0.031304546587980875,0.022594178132155696,1,1,0,0.9969643001699992,27.091372966766357
862,mc_0862,5.0,1.0,5.738412375807971,20261687,17.048388529750305,17.048388529750305,0.0,True,101,2411,11,4,108,38,2373,0,0,108,0,2373,0.9269232411202186,0.9141493892579228,0.8424896839891429,7,7,True,False,False,1,1,102,7,2404,9,2,104,9,2395,0.9973317964480874,0.9132440588309796,0.9107223923059821,8,8,True,True,True,0.07040855532786883,-0.000905330426943185,0.06823270831683914,1,1,1,0.9986238160770663,26.965429067611694
863,mc_0863,5.0,1.0,4.2488017672680725,20261688,17.027820392426293,17.027820392426293,0.0,True,101,2421,10,4,107,54,2367,2,0,107,0,2367,0.9187585382513661,0.8865865553945191,0.8069070306868882,7,7,True,False,False,3,1,102,17,2404,9,3,107,10,2394,0.94140625,0.8874480330161426,0.8314040769721865,8,7,True,True,False,0.022647711748633892,0.0008614776216234743,0.024497046285298363,0,1,0,0.9985833400793329,27.148964166641235
864,mc_0864,5.0,1.0,3.0600259555234963,20261689,17.00923872699247,17.00923872699247,0.0,True,100,2436,10,4,106,48,2388,1,0,106,0,2388,0.8786230777184539,0.8523753010859978,0.7480647833611427,7,6,True,False,False,2,1,101,17,2419,10,4,109,28,2391,0.8926151371446834,0.8607035866336266,0.7649476180600011,8,6,True,True,False,0.013992059426229497,0.008328285547628766,0.01688283469885843,0,1,0,0.9987452440702663,27.125948905944824
865,mc_0865,5.0,1.0,0.938151752795487,20261690,17.053643759695195,17.053643759695195,0.0,True,102,2389,11,4,108,36,2353,0,0,108,0,2353,0.9194095799180328,0.890706457848397,0.8114068942675619,7,7,True,False,False,1,1,103,3,2386,10,3,108,7,2379,0.9406911714480874,0.8922171806527244,0.8329232420279433,8,7,True,True,False,0.0212815915300546,0.0015107228043274024,0.02151634776038147,0,1,0,0.998704768072533,28.17873215675354
866,mc_0866,5.0,1.0,1.4623317030336371,20261691,17.023194609192984,17.023194609192984,0.0,True,101,2469,13,6,110,91,2378,0,0,110,0,2378,0.8761421869516719,0.8580638442565841,0.7478583852274103,7,6,True,False,False,1,1,102,25,2444,12,5,110,37,2407,0.8948836487003058,0.8593919747463545,0.7600644780204552,8,6,True,True,False,0.018741461748633892,0.0013281304897704294,0.012206092793044854,0,1,0,0.9985023880838663,28.822925090789795
867,mc_0867,5.0,1.0,3.558386297671144,20261692,17.048388529750305,17.048388529750305,0.0,True,102,2418,14,3,108,25,2393,0,0,108,0,2393,0.9269232411202186,0.8751014691719985,0.8020247102922171,7,7,True,False,False,1,1,103,5,2413,14,3,108,7,2406,0.9386419911202186,0.8751014691719985,0.8137434602922171,8,7,True,True,False,0.01171875,0.0,0.01171875,0,1,0,0.999069052052133,27.96021795272827
868,mc_0868,5.0,1.0,2.870780188550111,20261693,17.023194609192984,17.023194609192984,0.0,True,100,2425,9,2,102,16,2409,1,1,103,24,2385,0.9993489583333333,0.9214357092090457,0.920916800276205,8,8,True,True,True,1,1,101,24,2401,11,4,107,27,2374,0.9401041666666667,0.9167078954859049,0.8696789010884894,8,7,True,True,False,-0.05924479166666652,-0.004727813723140795,-0.051237899187715596,-1,0,-1,0.9995547640249333,27.2364399433136
869,mc_0869,5.0,1.0,5.244165714338943,20261694,17.027820392426293,17.027820392426293,0.0,True,102,2402,10,4,109,44,2358,0,0,109,0,2358,0.9199965846994536,0.9343132087019363,0.86243479340139,7,7,True,False,False,1,1,103,21,2381,7,1,104,2,2379,0.9967127732240437,0.935600738092423,0.9325266916994508,8,8,True,True,True,0.07671618852459017,0.001287529390486597,0.07009189829806084,1,1,1,0.9982595320974662,26.881195068359375
870,mc_0870,5.0,1.0,4.208786158910255,20261695,17.04193096544586,17.04193096544586,0.0,True,100,2455,11,4,106,72,2383,0,0,106,0,2383,0.9187585382513661,0.8705359463483916,0.7905512582330203,7,7,True,False,False,1,1,101,31,2424,8,1,102,2,2422,0.9966807547814207,0.8654646128179362,0.8624785174610095,8,8,True,True,True,0.0779222165300546,-0.005071333530455413,0.07192725922798915,1,1,1,0.9976119161337327,25.699919939041138
871,mc_0871,5.0,1.0,5.019418013103898,20261696,17.00923872699247,17.00923872699247,0.0,True,100,2434,12,4,108,71,2363,0,0,108,0,2363,0.9259520150273224,0.9300796401490896,0.8783457118234804,7,7,True,False,False,1,1,101,40,2394,10,3,106,28,2366,0.9373078893442623,0.9236135947432362,0.8814318702239019,8,7,True,True,False,0.011355874316939962,-0.006466045405853382,0.0030861584004214793,0,1,0,0.9983404840929329,26.51112985610962
872,mc_0872,5.0,1.0,0.5373482653857193,20261697,17.048388529750305,17.048388529750305,0.0,True,101,2397,10,3,106,30,2367,1,0,106,0,2367,0.9226647882513661,0.9225637623025683,0.8462985823679753,7,7,True,False,False,2,1,102,16,2381,10,3,108,10,2371,0.9400081113387978,0.9170212744487597,0.8596438807656654,8,7,True,True,False,0.017343323087431695,-0.00554248785380862,0.013345298397690164,0,1,0,0.9990285760543998,25.877103090286255
873,mc_0873,5.0,1.0,1.801274922903719,20261698,17.044626788618505,17.044626788618505,0.0,True,99,2419,16,8,111,116,2303,2,0,111,0,2303,0.810445140559984,0.8853555836812884,0.6980644211328687,6,5,True,False,False,3,1,100,11,2408,11,3,104,37,2371,0.9533221043577982,0.8761361222273709,0.829537739446013,8,7,True,True,True,0.14287696379781423,-0.009219461453917499,0.13147331831314424,2,1,1,0.9968428721767991,25.51694893836975
874,mc_0874,5.0,1.0,4.533792314218171,20261699,16.818424617458945,16.818424617458945,0.0,True,96,2321,7,2,100,36,2285,0,0,100,0,2285,0.9254979877418401,0.8615096900005985,0.7953849468363816,7,7,True,False,False,1,1,97,20,2301,8,3,101,20,2281,0.9367257882882882,0.8668385616183303,0.8037421592949542,8,7,True,True,False,0.011227800546448119,0.005328871617731767,0.008357212458572572,0,1,0,0.9984619120861329,23.39585518836975
875,mc_0875,5.0,1.0,4.559774122628557,20261700,16.7053807089791,16.7053807089791,0.0,True,94,2285,11,5,100,41,2244,1,0,100,0,2244,0.9125920441143892,0.9388472862263184,0.851513790046315,7,7,True,False,False,2,1,95,4,2281,12,6,102,32,2249,0.9250899095515477,0.9395531150059178,0.8646504491238707,8,7,True,True,False,0.012497865437158473,0.000705828779599349,0.013136659077555679,0,1,0,0.9987452440702663,23.62131905555725
876,mc_0876,5.0,1.0,5.672397149176296,20261701,17.027820392426293,17.027820392426293,0.0,True,101,2399,14,6,110,58,2341,1,0,110,0,2341,0.8735380202850053,0.8887859624945583,0.7625700723068638,7,6,True,False,False,2,1,102,8,2391,13,5,110,25,2366,0.8955026719243495,0.8895821923260971,0.7850922888168519,8,6,True,True,False,0.021964651639344246,0.0007962298315388194,0.02252221650998809,0,1,0,0.9985833400793329,25.89964199066162
877,mc_0877,5.0,1.0,4.232259564001164,20261702,17.040104933363203,17.040104933363203,0.0,True,101,2425,11,5,109,58,2367,0,0,109,0,2367,0.9213627049180328,0.9166591512782224,0.8447484228890012,7,7,True,False,False,1,1,102,19,2406,10,4,107,24,2382,0.9381190232240437,0.9052319122010661,0.8511308872987433,8,7,True,True,False,0.016756318306010876,-0.01142723907715626,0.006382464409742106,0,1,0,0.9980976281065328,24.03256583213806
878,mc_0878,5.0,1.0,4.321074103283927,20261703,17.040104933363203,17.040104933363203,0.0,True,99,2410,11,4,104,51,2359,0,0,104,0,2359,0.9202138078592093,0.8955208028746451,0.8239049289045092,7,7,True,False,False,1,1,100,22,2388,10,4,107,18,2370,0.933586844061395,0.9025963326984116,0.8421737258567688,8,7,True,True,False,0.013373036202185773,0.007075529823766469,0.01826879695225958,0,1,0,0.9980166761110661,22.655334949493408
879,mc_0879,5.0,1.0,4.106544856637946,20261704,17.034607659265447,17.034607659265447,0.0,True,98,2464,11,5,106,73,2391,1,0,106,0,2391,0.9187585382513661,0.831507032530709,0.7524857298607048,7,7,True,False,False,2,1,99,23,2441,8,2,102,17,2424,0.9986338797814207,0.832320397537939,0.8310536002255089,8,8,True,True,True,0.0798753415300546,0.0008133650072299492,0.07856787036480406,1,1,1,0.9977738201246661,22.10117793083191
880,mc_0880,5.0,1.0,6.243571955382775,20261705,17.065018792500013,17.065018792500013,0.0,True,103,2370,8,1,104,2,2368,1,0,104,0,2368,1.0,0.9504328952871914,0.9504328952871914,8,8,True,True,True,1,0,103,0,2370,8,1,104,2,2368,1.0,0.9504328952871914,0.9504328952871914,8,8,True,True,True,0.0,0.0,0.0,0,0,0,1.0,20.929731130599976
881,mc_0881,5.0,1.0,5.915868149099465,20261706,17.018295368341942,17.018295368341942,0.0,True,98,2392,14,7,107,70,2322,0,0,107,0,2322,0.9187585382513661,0.9545653108936808,0.8741499675784963,7,7,True,False,False,1,1,99,10,2382,11,4,103,18,2364,0.9993169398907104,0.9500076698983639,0.949367401970862,8,8,True,True,True,0.08055840163934425,-0.004557640995316858,0.07521743439236572,1,1,1,0.9983000080951996,20.529732942581177
882,mc_0882,5.0,1.0,2.209991071184239,20261707,17.04193096544586,17.04193096544586,0.0,True,100,2446,11,5,105,86,2360,0,0,105,0,2360,0.9159628887415623,0.9270865313759659,0.8632675793236139,7,7,True,False,False,1,1,101,45,2401,11,5,108,31,2370,0.9326871886049501,0.9379717450678038,0.8787082921874172,8,7,True,True,False,0.01672429986338786,0.010885213691837925,0.01544071286380333,0,1,0,0.9984619120861329,20.511960744857788
