realisation,condition,av_error_sigma_mag,stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved,s2_significant_flags,s2_accepted_splits,s2_final_groups,s2_orphans,mean_completeness_baseline,mean_purity_baseline,mean_jaccard_baseline,strict_recoveries_of_8_baseline,formal_overlap_resolved_baseline,overlap_best_groups_separate_baseline,strict_overlap_resolved_baseline,s2_accepted_splits_baseline,s2_orphans_baseline,delta_mean_completeness_vs_baseline,delta_mean_purity_vs_baseline,delta_mean_jaccard_vs_baseline,delta_strict_recoveries_of_8_vs_baseline,delta_formal_overlap_resolved_vs_baseline,delta_overlap_best_groups_separate_vs_baseline,delta_strict_overlap_resolved_vs_baseline,delta_s2_accepted_splits_vs_baseline,delta_s2_orphans_vs_baseline
575,av_sigma_0.05,0.05,17.058791019808645,0.0,True,0.9226647882513661,0.9116589096764804,0.8344477942520498,7,7,True,False,False,3,2,104,28,0.9194095799180328,0.9116589096764804,0.8311925859187165,7,False,True,False,4,36,0.0032552083333332593,0.0,0.0032552083333333703,0,0,0,0,-2,-8
575,av_sigma_0.1,0.1,17.058791019808645,0.0,True,0.9212986680327868,0.9116499452473352,0.8330890985998759,7,7,True,False,False,2,2,104,37,0.9194095799180328,0.9116589096764804,0.8311925859187165,7,False,True,False,4,36,0.0018890881147539673,-8.964429145219555e-06,0.0018965126811594235,0,0,0,0,-2,1
575,av_sigma_0.2,0.2,17.058791019808645,0.0,True,0.9151191086065573,0.911601675244246,0.826946662005673,7,7,True,False,False,3,3,105,51,0.9194095799180328,0.9116589096764804,0.8311925859187165,7,False,True,False,4,36,-0.00429047131147553,-5.723443223448754e-05,-0.004245923913043459,0,0,0,0,-1,15
576,baseline,0.0,17.046863618883442,0.0,True,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,7,True,False,False,11,4,106,26,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,False,True,False,4,26,0.0,0.0,0.0,0,0,0,0,0,0
576,av_sigma_0.025,0.025,17.046863618883442,0.0,True,0.9226647882513661,0.8409352356932371,0.7636000239446032,7,7,True,False,False,6,3,103,23,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,False,True,False,4,26,0.0026041666666666297,0.011842105263157876,0.005111162935323321,0,0,0,0,-1,-3
576,av_sigma_0.05,0.05,17.046863618883442,0.0,True,0.9111968983431092,0.8598497093774478,0.7737602531466407,7,7,True,False,False,6,3,103,47,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,False,True,False,4,26,-0.008863723241590238,0.030756578947368496,0.015271392137360729,0,0,0,0,-1,21
576,av_sigma_0.1,0.1,17.046863618883442,0.0,True,0.9246179132513661,0.8409352356932371,0.7655531489446032,7,7,True,False,False,3,2,102,34,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,False,True,False,4,26,0.00455729166666663,0.011842105263157876,0.007064287935323321,0,0,0,0,-2,8
576,av_sigma_0.2,0.2,17.046863618883442,0.0,True,0.9164532103825136,0.8409352356932371,0.7573884460757508,7,7,True,False,False,2,2,103,54,0.9200606215846995,0.8290931304300793,0.7584888610092799,7,False,True,False,4,26,-0.003607411202185884,0.011842105263157876,-0.0011004149335290814,0,0,0,0,-2,28
577,baseline,0.0,17.027820392426293,0.0,True,0.9285241632513661,0.8803296722126812,0.8282097655821576,8,7,True,True,False,10,3,103,85,0.9285241632513661,0.8803296722126812,0.8282097655821576,7,True,True,False,3,85,0.0,0.0,0.0,0,0,0,0,0,0
577,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9298262465846995,0.8807569443850549,0.8293461292185211,8,7,True,True,False,6,3,103,86,0.9285241632513661,0.8803296722126812,0.8282097655821576,7,True,True,False,3,85,0.0013020833333333703,0.00042727217237370496,0.001136363636363491,0,0,0,0,0,1
577,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9298262465846995,0.8807569443850549,0.8293461292185211,8,7,True,True,False,4,3,104,78,0.9285241632513661,0.8803296722126812,0.8282097655821576,7,True,True,False,3,85,0.0013020833333333703,0.00042727217237370496,0.001136363636363491,0,0,0,0,0,-7
577,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9291111680327868,0.8809656504077146,0.8285481908181238,8,7,True,True,False,2,2,103,83,0.9285241632513661,0.8803296722126812,0.8282097655821576,7,True,True,False,3,85,0.000587004781420708,0.0006359781950333598,0.0003384252359661666,0,0,0,0,-1,-2
577,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9246285860655737,0.8839525571180256,0.8233670565470501,8,7,True,True,False,2,2,103,113,0.9285241632513661,0.8803296722126812,0.8282097655821576,7,True,True,False,3,85,-0.003895577185792365,0.003622884905344348,-0.004842709035107529,0,0,0,0,-1,28
578,baseline,0.0,17.037207611762,0.0,True,0.9120641724927676,0.931742675405855,0.8448038804683731,7,7,True,False,False,12,6,109,64,0.9120641724927676,0.931742675405855,0.8448038804683731,7,False,True,False,6,64,0.0,0.0,0.0,0,0,0,0,0,0
578,av_sigma_0.025,0.025,17.037207611762,0.0,True,0.9179235474927676,0.931742675405855,0.8506632554683731,7,7,True,False,False,6,5,106,65,0.9120641724927676,0.931742675405855,0.8448038804683731,7,False,True,False,6,64,0.005859375,0.0,0.005859375,0,0,0,0,-1,1
578,av_sigma_0.05,0.05,17.037207611762,0.0,True,0.9301784494535519,0.900492675405855,0.8316681574291573,7,7,True,False,False,5,4,106,58,0.9120641724927676,0.931742675405855,0.8448038804683731,7,False,True,False,6,64,0.01811427696078427,-0.03125,-0.01313572303921573,0,0,0,0,-2,-6
578,av_sigma_0.1,0.1,17.037207611762,0.0,True,0.930146431010929,0.9003976651223891,0.8317431622294645,7,7,True,False,False,3,3,106,54,0.9120641724927676,0.931742675405855,0.8448038804683731,7,False,True,False,6,64,0.018082258518161365,-0.031345010283465924,-0.01306071823890853,0,0,0,0,-3,-10
578,av_sigma_0.2,0.2,17.037207611762,0.0,True,0.930082394125683,0.9002049169875107,0.8318931718300789,7,7,True,False,False,3,3,106,51,0.9120641724927676,0.931742675405855,0.8448038804683731,7,False,True,False,6,64,0.018018221632915443,-0.031537758418344275,-0.012910708638294133,0,0,0,0,-3,-13
579,baseline,0.0,17.027820392426293,0.0,True,0.916958599525876,0.9231397181810715,0.8414584497750199,7,7,True,False,False,15,7,108,75,0.916958599525876,0.9231397181810715,0.8414584497750199,7,False,True,False,7,75,0.0,0.0,0.0,0,0,0,0,0,0
579,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9202138078592093,0.9231397181810715,0.8447136581083532,7,7,True,False,False,10,6,105,75,0.916958599525876,0.9231397181810715,0.8414584497750199,7,False,True,False,7,75,0.0032552083333332593,0.0,0.0032552083333332593,0,0,0,0,-1,0
579,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.91884768764063,0.9230450301780415,0.8434316068263019,7,7,True,False,False,9,6,106,68,0.916958599525876,0.9231397181810715,0.8414584497750199,7,False,True,False,7,75,0.0018890881147539673,-9.468800303003011e-05,0.001973157051281982,0,0,0,0,-1,-7
579,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9152256323445314,0.8818467566891689,0.7989243345846547,7,7,True,False,False,5,4,103,66,0.916958599525876,0.9231397181810715,0.8414584497750199,7,False,True,False,7,75,-0.0017329671813446357,-0.04129296149190265,-0.04253411519036521,0,0,0,0,-3,-9
579,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.931363131830601,0.8004047763430013,0.7339395352050005,8,7,True,True,False,3,2,102,82,0.916958599525876,0.9231397181810715,0.8414584497750199,7,False,True,False,7,75,0.014404532304725048,-0.12273494183807021,-0.10751891457001939,0,1,0,0,-5,7
580,baseline,0.0,16.84314791384103,0.0,True,0.9212395348729877,0.8357571955021199,0.7571745397634433,7,6,True,False,False,8,3,100,64,0.9212395348729877,0.8357571955021199,0.7571745397634433,6,False,True,False,3,64,0.0,0.0,0.0,0,0,0,0,0,0
580,av_sigma_0.025,0.025,16.84314791384103,0.0,True,0.9192864098729877,0.8357571955021199,0.7552214147634433,7,6,True,False,False,5,3,99,77,0.9212395348729877,0.8357571955021199,0.7571745397634433,6,False,True,False,3,64,-0.001953125,0.0,-0.001953125,0,0,0,0,0,13
580,av_sigma_0.05,0.05,16.84314791384103,0.0,True,0.9186353682063211,0.8357571955021199,0.7545703730967765,7,6,True,False,False,3,3,99,78,0.9212395348729877,0.8357571955021199,0.7571745397634433,6,False,True,False,3,64,-0.0026041666666666297,0.0,-0.0026041666666667407,0,0,0,0,0,14
580,av_sigma_0.1,0.1,16.84314791384103,0.0,True,0.9179843265396543,0.8277784720978646,0.7521832203189989,7,6,True,False,False,2,2,98,77,0.9212395348729877,0.8357571955021199,0.7571745397634433,6,False,True,False,3,64,-0.0032552083333333703,-0.007978723404255317,-0.00499131944444442,0,0,0,0,-1,13
580,av_sigma_0.2,0.2,16.84314791384103,0.0,True,0.9287852145177965,0.8209347691105445,0.7568820295690286,7,6,True,False,False,1,1,98,90,0.9212395348729877,0.8357571955021199,0.7571745397634433,6,False,True,False,3,64,0.007545679644808789,-0.014822426391575383,-0.00029251019441467463,0,0,0,0,-2,26
581,baseline,0.0,17.027820392426293,0.0,True,0.8913080601092896,0.881377740616871,0.7726858007261607,7,6,True,False,False,13,6,109,145,0.8913080601092896,0.881377740616871,0.7726858007261607,6,False,True,False,6,145,0.0,0.0,0.0,0,0,0,0,0,0
581,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.8920551571038251,0.881377740616871,0.7734328977206961,7,6,True,False,False,9,6,108,159,0.8913080601092896,0.881377740616871,0.7726858007261607,6,False,True,False,6,145,0.0007470969945354566,0.0,0.0007470969945354566,0,0,0,0,0,14
581,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9187585382513661,0.861807033546164,0.7836119695888336,7,7,True,False,False,5,4,106,139,0.8913080601092896,0.881377740616871,0.7726858007261607,6,False,True,False,6,145,0.027450478142076462,-0.019570707070707072,0.010926168862672947,1,0,0,0,-2,-6
581,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9219817281420766,0.8644506572835378,0.7892537872675887,7,7,True,False,False,3,2,102,139,0.8913080601092896,0.881377740616871,0.7726858007261607,6,False,True,False,6,145,0.030673668032786927,-0.01692708333333326,0.016567986541427993,1,0,0,0,-4,-6
581,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9269339139344263,0.8725542112051063,0.8016702085655889,8,7,True,True,False,2,2,102,172,0.8913080601092896,0.881377740616871,0.7726858007261607,6,False,True,False,6,145,0.03562585382513661,-0.008823529411764675,0.02898440783942824,1,1,0,0,-4,27
582,baseline,0.0,17.015217647302862,0.0,True,0.890625,0.9119320362376796,0.8173807541863976,7,6,True,False,False,13,6,109,116,0.890625,0.9119320362376796,0.8173807541863976,6,False,True,False,6,116,0.0,0.0,0.0,0,0,0,0,0,0
582,av_sigma_0.025,0.025,17.015217647302862,0.0,True,0.9138810621584699,0.9138360727951815,0.8411945047628411,7,7,True,False,False,6,5,108,106,0.890625,0.9119320362376796,0.8173807541863976,6,False,True,False,6,116,0.02325606215846987,0.0019040365575019313,0.023813750576443526,1,0,0,0,-1,-10
582,av_sigma_0.05,0.05,17.015217647302862,0.0,True,0.9131019467213115,0.9303511171567604,0.8436967728597531,7,7,True,False,False,3,3,104,100,0.890625,0.9119320362376796,0.8173807541863976,6,False,True,False,6,116,0.022476946721311508,0.018419080919080844,0.026316018673355535,1,0,0,0,-3,-16
582,av_sigma_0.1,0.1,17.015217647302862,0.0,True,0.9226647882513661,0.9074977569247595,0.8337880869999803,7,7,True,False,False,2,2,102,82,0.890625,0.9119320362376796,0.8173807541863976,6,False,True,False,6,116,0.03203978825136611,-0.004434279312920064,0.016407332813582753,1,0,0,0,-4,-34
582,av_sigma_0.2,0.2,17.015217647302862,0.0,True,0.9136889515027322,0.9212542688830829,0.838010700876612,7,7,True,False,False,2,2,102,113,0.890625,0.9119320362376796,0.8173807541863976,6,False,True,False,6,116,0.023063951502732216,0.009322232645403328,0.02062994669021445,1,0,0,0,-4,-3
583,baseline,0.0,16.840966201625733,0.0,True,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,7,True,False,False,8,3,100,43,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,False,True,False,3,43,0.0,0.0,0.0,0,0,0,0,0,0
583,av_sigma_0.025,0.025,16.840966201625733,0.0,True,0.9186353682063211,0.9128030315103499,0.8361760758366015,7,7,True,False,False,6,3,100,40,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,False,True,False,3,43,0.0006510416666667407,-0.005376344086021501,-0.0005314625850341148,0,0,0,0,0,-3
583,av_sigma_0.05,0.05,16.840966201625733,0.0,True,0.9199374515396543,0.9134719196389978,0.8371490383353841,7,7,True,False,False,3,2,100,26,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,False,True,False,3,43,0.001953125,-0.004707455957373652,0.00044149991374853315,0,0,0,0,-1,-17
583,av_sigma_0.1,0.1,16.840966201625733,0.0,True,0.918667386648944,0.9174782812051265,0.8367758208665783,7,7,True,False,False,2,2,100,45,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,False,True,False,3,43,0.000683060109289646,-0.000701094391244883,6.82824449427244e-05,0,0,0,0,-1,2
583,av_sigma_0.2,0.2,16.840966201625733,0.0,True,0.9145370075505833,0.9173549549190095,0.8327477181482182,7,7,True,False,False,2,2,100,51,0.9179843265396543,0.9181793755963714,0.8367075384216356,7,False,True,False,3,43,-0.0034473189890710243,-0.0008244206773618812,-0.003959820273417347,0,0,0,0,-1,8
584,baseline,0.0,16.823775898177065,0.0,True,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,7,True,False,False,11,5,102,71,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,False,True,False,5,71,0.0,0.0,0.0,0,0,0,0,0,0
584,av_sigma_0.025,0.025,16.823775898177065,0.0,True,0.9226647882513661,0.8724240437968116,0.8038288676655454,7,7,True,False,False,8,4,101,62,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,False,True,False,5,71,0.01355698529411764,-0.02482549792277622,-0.008748605235781248,0,0,0,0,-1,-9
584,av_sigma_0.05,0.05,16.823775898177065,0.0,True,0.9220137465846995,0.8723080883237133,0.8032069771182817,7,7,True,False,False,6,4,101,64,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,False,True,False,5,71,0.012905943627451011,-0.024941453395874502,-0.009370495783044941,0,0,0,0,-1,-7
584,av_sigma_0.1,0.1,16.823775898177065,0.0,True,0.9219817281420766,0.8735835985277949,0.8034256583025245,7,7,True,False,False,5,3,99,84,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,False,True,False,5,71,0.012873925184828106,-0.023665943191792937,-0.0091518145988021,0,0,0,0,-2,13
584,av_sigma_0.2,0.2,16.823775898177065,0.0,True,0.8898245389344263,0.8810888165240843,0.7713091149475078,7,7,True,False,False,5,4,101,121,0.9091078029572485,0.8972495417195878,0.8125774729013266,7,False,True,False,5,71,-0.01928326402282221,-0.01616072519550349,-0.04126835795381889,0,0,0,0,-1,50
585,baseline,0.0,17.040104933363203,0.0,True,0.9179235474927676,0.878251542447819,0.8014133968067314,7,7,True,False,False,11,3,106,24,0.9179235474927676,0.878251542447819,0.8014133968067314,7,False,True,False,3,24,0.0,0.0,0.0,0,0,0,0,0,0
585,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9179235474927676,0.878251542447819,0.8014133968067314,7,7,True,False,False,7,3,106,22,0.9179235474927676,0.878251542447819,0.8014133968067314,7,False,True,False,3,24,0.0,0.0,0.0,0,0,0,0,0,-2
585,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9154725671006108,0.878251542447819,0.7989624164145745,7,7,True,False,False,5,2,105,23,0.9179235474927676,0.878251542447819,0.8014133968067314,7,False,True,False,3,24,-0.002450980392156854,0.0,-0.002450980392156854,0,0,0,0,-1,-1
585,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9161556272099003,0.8795263531901641,0.7999222258113374,7,7,True,False,False,3,2,105,22,0.9179235474927676,0.878251542447819,0.8014133968067314,7,False,True,False,3,24,-0.001767920282867319,0.001274810742345145,-0.0014911709953939756,0,0,0,0,-1,-2
585,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.930146431010929,0.8565915495826912,0.7928509422556896,7,7,True,False,False,1,1,105,38,0.9179235474927676,0.878251542447819,0.8014133968067314,7,False,True,False,3,24,0.012222883518161365,-0.021659992865127764,-0.008562454551041765,0,0,0,0,-2,14
586,baseline,0.0,17.018295368341942,0.0,True,0.9226647882513661,0.8939481463253808,0.830708107920448,7,7,True,False,False,9,3,105,64,0.9226647882513661,0.8939481463253808,0.830708107920448,7,False,True,False,3,64,0.0,0.0,0.0,0,0,0,0,0,0
586,av_sigma_0.025,0.025,17.018295368341942,0.0,True,0.8905546965082468,0.8914454315160961,0.8082462266791725,7,6,True,False,False,9,4,106,72,0.9226647882513661,0.8939481463253808,0.830708107920448,7,False,True,False,3,64,-0.032110091743119296,-0.0025027148092846563,-0.022461881241275572,-1,0,0,0,1,8
586,av_sigma_0.05,0.05,17.018295368341942,0.0,True,0.9240309084699454,0.8950121693033831,0.8323088307146503,7,7,True,False,False,3,2,104,62,0.9226647882513661,0.8939481463253808,0.830708107920448,7,False,True,False,3,64,0.001366120218579292,0.0010640229780023436,0.001600722794202314,0,0,0,0,-1,-2
586,av_sigma_0.1,0.1,17.018295368341942,0.0,True,0.9232838114754098,0.8957178060666342,0.8324469835084285,7,7,True,False,False,2,2,105,72,0.9226647882513661,0.8939481463253808,0.830708107920448,7,False,True,False,3,64,0.0006190232240437243,0.0017696597412534265,0.0017388755879804707,0,0,0,0,-1,8
586,av_sigma_0.2,0.2,17.018295368341942,0.0,True,0.9082564890710383,0.8963438323392122,0.8181109083027881,7,6,True,False,False,2,2,107,62,0.9226647882513661,0.8939481463253808,0.830708107920448,7,False,True,False,3,64,-0.014408299180327822,0.002395686013831444,-0.012597199617659927,-1,0,0,0,-1,-2
587,baseline,0.0,17.033237458955394,0.0,True,0.876637934275831,0.8512391104189871,0.7365490980881332,7,5,True,False,False,12,5,109,64,0.876637934275831,0.8512391104189871,0.7365490980881332,5,False,True,False,5,64,0.0,0.0,0.0,0,0,0,0,0,0
587,av_sigma_0.025,0.025,17.033237458955394,0.0,True,0.9220137465846995,0.8450831714725678,0.7693373160624022,7,6,True,False,False,5,4,107,48,0.876637934275831,0.8512391104189871,0.7365490980881332,5,False,True,False,5,64,0.045375812308868446,-0.006155938946419304,0.03278821797426901,1,0,0,0,-1,-16
587,av_sigma_0.05,0.05,17.033237458955394,0.0,True,0.9226647882513661,0.8471421617995667,0.7708519155874454,7,6,True,False,False,3,2,103,45,0.876637934275831,0.8512391104189871,0.7365490980881332,5,False,True,False,5,64,0.046026853975535076,-0.0040969486194204485,0.03430281749931219,1,0,0,0,-3,-19
587,av_sigma_0.1,0.1,17.033237458955394,0.0,True,0.9233158299180328,0.8485054716219282,0.7726474199734104,7,6,True,False,False,2,2,103,49,0.876637934275831,0.8512391104189871,0.7365490980881332,5,False,True,False,5,64,0.046677895642201817,-0.0027336387970589016,0.036098321885277174,1,0,0,0,-3,-15
587,av_sigma_0.2,0.2,17.033237458955394,0.0,True,0.9171362704918032,0.8496761825627541,0.7678183384597859,7,6,True,False,False,2,2,104,52,0.876637934275831,0.8512391104189871,0.7365490980881332,5,False,True,False,5,64,0.04049833621597221,-0.0015629278562330207,0.031269240371652685,1,0,0,0,-3,-12
588,baseline,0.0,17.023194609192984,0.0,True,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,7,True,False,False,12,5,108,94,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,False,True,False,5,94,0.0,0.0,0.0,0,0,0,0,0,0
588,av_sigma_0.025,0.025,17.023194609192984,0.0,True,0.9226647882513661,0.8513341811521842,0.776729600273441,7,7,True,False,False,8,4,105,98,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,False,True,False,5,94,0.00390625,-0.0015088365757018884,0.0023167153077373603,0,0,0,0,-1,4
588,av_sigma_0.05,0.05,17.023194609192984,0.0,True,0.9226327698087432,0.8517112155731181,0.777338476580675,7,7,True,False,False,7,4,105,109,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,False,True,False,5,94,0.0038742315573770947,-0.0011318021547679358,0.0029255916149714123,0,0,0,0,-1,15
588,av_sigma_0.1,0.1,17.023194609192984,0.0,True,0.9226327698087432,0.8533046890444798,0.7788460511527946,7,7,True,False,False,4,3,106,99,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,False,True,False,5,94,0.0038742315573770947,0.00046167131659369254,0.004433166187090998,0,0,0,0,-2,5
588,av_sigma_0.2,0.2,17.023194609192984,0.0,True,0.9144360484972678,0.8490807744301674,0.7686386416032798,7,7,True,False,False,5,3,105,118,0.9187585382513661,0.8528430177278861,0.7744128849657036,7,False,True,False,5,94,-0.004322489754098324,-0.0037622432977186815,-0.005774243362423825,0,0,0,0,-2,24
589,baseline,0.0,17.040104933363203,0.0,True,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,6,True,False,False,15,5,109,60,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,False,True,False,5,60,0.0,0.0,0.0,0,0,0,0,0,0
589,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9226647882513661,0.8696226861426395,0.7946829665463186,7,7,True,False,False,10,3,105,57,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,False,True,False,5,60,0.06630208333333332,0.006475137215799398,0.0498900801788299,1,0,0,0,-2,-3
589,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9212986680327868,0.8706413618642015,0.7944509562664785,7,7,True,False,False,7,3,105,63,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,False,True,False,5,60,0.06493596311475403,0.007493812937361399,0.0496580698989898,1,0,0,0,-2,3
589,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9212666495901639,0.8705650759008188,0.794489252835106,7,7,True,False,False,5,2,104,66,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,False,True,False,5,60,0.06490394467213112,0.007417526973978683,0.049696366467617215,1,0,0,0,-3,6
589,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.9185023907103825,0.8688268457351692,0.7917662279062225,7,7,True,False,False,3,2,105,67,0.8563627049180328,0.8631475489268401,0.7447928863674887,6,False,True,False,5,60,0.06213968579234974,0.005679296808329126,0.04697334153873378,1,0,0,0,-3,7
590,baseline,0.0,17.033237458955394,0.0,True,0.888671875,0.8741600242155181,0.7662419006723946,7,6,True,False,False,16,7,110,132,0.888671875,0.8741600242155181,0.7662419006723946,6,False,True,False,7,132,0.0,0.0,0.0,0,0,0,0,0,0
590,av_sigma_0.025,0.025,17.033237458955394,0.0,True,0.876637934275831,0.8685814631814486,0.7485582698991731,7,6,True,False,False,11,6,110,117,0.888671875,0.8741600242155181,0.7662419006723946,6,False,True,False,7,132,-0.012033940724168968,-0.005578561034069507,-0.017683630773221548,0,0,0,0,-1,-15
590,av_sigma_0.05,0.05,17.033237458955394,0.0,True,0.8709039893217025,0.865467980426381,0.7393324909084011,7,6,True,False,False,8,5,108,121,0.888671875,0.8741600242155181,0.7662419006723946,6,False,True,False,7,132,-0.017767885678297457,-0.008692043789137127,-0.026909409763993475,0,0,0,0,-2,-11
590,av_sigma_0.1,0.1,17.033237458955394,0.0,True,0.9185344091530054,0.8784213878518817,0.7969557970048873,7,7,True,False,False,4,3,104,108,0.888671875,0.8741600242155181,0.7662419006723946,6,False,True,False,7,132,0.029862534153005438,0.0042613636363636465,0.030713896332492663,1,0,0,0,-4,-24
590,av_sigma_0.2,0.2,17.033237458955394,0.0,True,0.9303657622386825,0.8614209403244707,0.7924508685137637,7,7,True,False,False,2,2,104,86,0.888671875,0.8741600242155181,0.7662419006723946,6,False,True,False,7,132,0.0416938872386825,-0.012739083891047387,0.026208967841369057,1,0,0,0,-5,-46
591,baseline,0.0,16.82746389211387,0.0,True,0.8758637225641193,0.8882692357168334,0.7782133064202321,7,6,True,False,False,11,4,103,58,0.8758637225641193,0.8882692357168334,0.7782133064202321,6,False,True,False,4,58,0.0,0.0,0.0,0,0,0,0,0,0
591,av_sigma_0.025,0.025,16.82746389211387,0.0,True,0.9186353682063211,0.894373254629363,0.8144392315692865,7,7,True,False,False,7,3,101,52,0.8758637225641193,0.8882692357168334,0.7782133064202321,6,False,True,False,4,58,0.042771645642201817,0.006104018912529652,0.03622592514905443,1,0,0,0,-1,-6
591,av_sigma_0.05,0.05,16.82746389211387,0.0,True,0.9106313853631838,0.9204801886310339,0.838648756684303,7,7,True,False,False,3,3,102,58,0.8758637225641193,0.8882692357168334,0.7782133064202321,6,False,True,False,4,58,0.034767662799064514,0.03221095291420051,0.06043545026407093,1,0,0,0,-1,0
591,av_sigma_0.1,0.1,16.82746389211387,0.0,True,0.9112824270298505,0.92057613161349,0.8392768973878206,7,7,True,False,False,5,3,102,69,0.8758637225641193,0.8882692357168334,0.7782133064202321,6,False,True,False,4,58,0.035418704465731254,0.032306895896656584,0.06106359096758851,1,0,0,0,-1,11
591,av_sigma_0.2,0.2,16.82746389211387,0.0,True,0.8901923183429331,0.8957621435182519,0.7862964029925997,7,7,True,False,False,4,3,102,103,0.8758637225641193,0.8882692357168334,0.7782133064202321,6,False,True,False,4,58,0.014328595778813846,0.007492907801418536,0.00808309657236761,1,0,0,0,-1,45
592,baseline,0.0,17.044626788618505,0.0,True,0.8769602728480473,0.8912635597141114,0.7809486807913162,7,6,True,False,False,13,5,110,62,0.8769602728480473,0.8912635597141114,0.7809486807913162,6,False,True,False,5,62,0.0,0.0,0.0,0,0,0,0,0,0
592,av_sigma_0.025,0.025,17.044626788618505,0.0,True,0.8763092311813807,0.8910990860299008,0.7803359356932771,7,6,True,False,False,10,5,110,63,0.8769602728480473,0.8912635597141114,0.7809486807913162,6,False,True,False,5,62,-0.0006510416666666297,-0.0001644736842105754,-0.0006127450980391025,0,0,0,0,0,1
592,av_sigma_0.05,0.05,17.044626788618505,0.0,True,0.9170680232303103,0.9043633071888588,0.8222690450624277,7,7,True,False,False,6,3,105,61,0.8769602728480473,0.8912635597141114,0.7809486807913162,6,False,True,False,5,62,0.040107750382263,0.013099747474747403,0.04132036427111152,1,0,0,0,-2,-1
592,av_sigma_0.1,0.1,17.044626788618505,0.0,True,0.9308294911202186,0.8828144856400373,0.8139607367541193,7,7,True,False,False,3,1,104,44,0.8769602728480473,0.8912635597141114,0.7809486807913162,6,False,True,False,5,62,0.05386921827217128,-0.008449074074074137,0.0330120559628031,1,0,0,0,-4,-18
592,av_sigma_0.2,0.2,17.044626788618505,0.0,True,0.9542669911202186,0.8828144856400373,0.8373982367541193,8,7,True,True,False,3,1,103,52,0.8769602728480473,0.8912635597141114,0.7809486807913162,6,False,True,False,5,62,0.07730671827217128,-0.008449074074074137,0.0564495559628031,1,1,0,0,-4,-10
593,baseline,0.0,17.048388529750305,0.0,True,0.8926929801473906,0.9039650079302795,0.8082321195053987,7,6,True,False,False,13,5,110,61,0.8926929801473906,0.9039650079302795,0.8082321195053987,6,False,True,False,5,61,0.0,0.0,0.0,0,0,0,0,0,0
593,av_sigma_0.025,0.025,17.048388529750305,0.0,True,0.9200606215846995,0.9004417802959329,0.8293850708192412,7,7,True,False,False,7,4,109,59,0.8926929801473906,0.9039650079302795,0.8082321195053987,6,False,True,False,5,61,0.027367641437308854,-0.0035232276343465374,0.021152951313842427,1,0,0,0,-1,-2
